company_name;ticker;ticker_company
CRISTAL;CRPG3;CRPG3-CRISTAL
KARSTEN;CTKA3;CTKA3-KARSTEN
DOLLAR GENER;DGCO34;DGCO34-DOLLAR GENER
ELETROBRAS;ELET5;ELET5-ELETROBRAS
METALFRIO;FRIO3;FRIO3-METALFRIO
HABITASUL;HBTS5;HBTS5-HABITASUL
INVESCO LTD;I1VZ34;I1VZ34-INVESCO LTD
KRAFT HEINZ;KHCB34;KHCB34-KRAFT HEINZ
CEMEPE;MAPT4;MAPT4-CEMEPE
P.ACUCAR-CBD;PCAR3;PCAR3-P.ACUCAR-CBD
SPRINT;SPRN34;SPRN34-SPRINT
TARGET CORP;TGTB34;TGTB34-TARGET CORP
APACHE CORP;A1PA34;A1PA34-APACHE CORP
BANESE;BGIP3;BGIP3-BANESE
MERC INVEST;BMIN3;BMIN3-MERC INVEST
BOMBRIL;BOBR3;BOBR3-BOMBRIL
CARNIVAL COR;C1CL34;C1CL34-CARNIVAL COR
CONST A LIND;CALI4;CALI4-CONST A LIND
CEEE-D;CEED4;CEED4-CEEE-D
COSERN;CSRN5;CSRN5-COSERN
COSERN;CSRN6;CSRN6-COSERN
ENCORPAR;ECPR3;ECPR3-ENCORPAR
ENCORPAR;ECPR4;ECPR4-ENCORPAR
ELEKEIROZ;ELEK3;ELEK3-ELEKEIROZ
ESTRELA;ESTR4;ESTR4-ESTRELA
GOPRO;GPRO34;GPRO34-GOPRO
HALLIBURTON;HALI34;HALI34-HALLIBURTON
IBOVESPA;IBOV11;IBOV11-IBOVESPA
JOSAPAR;JOPA3;JOPA3-JOSAPAR
MARATHON OIL;M1RO34;M1RO34-MARATHON OIL
METAL IGUACU;MTIG4;MTIG4-METAL IGUACU
PANATLANTICA;PATI3;PATI3-PANATLANTICA
PETTENATI;PTNT3;PTNT3-PETTENATI
TRANSOCEAN;RIGG34;RIGG34-TRANSOCEAN
SPRINGER;SPRI5;SPRI5-SPRINGER
BOSTON SCIEN;B1SX34;B1SX34-BOSTON SCIEN
CIGNA CORP;C1IC34;C1IC34-CIGNA CORP
CAPITAL ONE;CAON34;CAON34-CAPITAL ONE
CAPRI HOLDI;CAPH34;CAPH34-CAPRI HOLDI
CEEE-D;CEED3;CEED3-CEEE-D
COTY INC;COTY34;COTY34-COTY INC
SEG AL BAHIA;CSAB3;CSAB3-SEG AL BAHIA
DOMINION ENE;D1OM34;D1OM34-DOMINION ENE
DOHLER;DOHL3;DOHL3-DOHLER
CEEE-GT;EEEL4;EEEL4-CEEE-GT
EQTLMARANHAO;EQMA3B;EQMA3B-EQTLMARANHAO
FISERV INC;F1IS34;F1IS34-FISERV INC
FEMSA;FMXB34;FMXB34-FEMSA
CELGPAR;GPAR3;GPAR3-CELGPAR
JOHNSON CONT;J1CI34;J1CI34-JOHNSON CONT
JC PENNEY;JCPC34;JCPC34-JC PENNEY
LAM RESEARCH;L1RC34;L1RC34-LAM RESEARCH
MORGAN STAN;MSBR34;MSBR34-MORGAN STAN
MITRE REALTY;MTRE3;MTRE3-MITRE REALTY
NXP SEMICOND;N1XP34;N1XP34-NXP SEMICOND
NADIR FIGUEI;NAFG3;NAFG3-NADIR FIGUEI
NADIR FIGUEI;NAFG4;NAFG4-NADIR FIGUEI
PANATLANTICA;PATI4;PATI4-PANATLANTICA
SEAGATE TECH;S1TX34;S1TX34-SEAGATE TECH
SONDOTECNICA;SOND5;SOND5-SONDOTECNICA
STMICROEL;STMN34;STMN34-STMICROEL
TECHNIPFMC P;T1EC34;T1EC34-TECHNIPFMC P
T-MOBILE US;T1MU34;T1MU34-T-MOBILE US
THE SOUTHERN;T1SO34;T1SO34-THE SOUTHERN
TRIUNFO PART;TPIS3;TPIS3-TRIUNFO PART
UNITED AIRLI;U1AL34;U1AL34-UNITED AIRLI
WESTERN BCOR;WABC34;WABC34-WESTERN BCOR
ADVANCE AUTO;A1AP34;A1AP34-ADVANCE AUTO
ABIOMED INC;A1BM34;A1BM34-ABIOMED INC
ANALOG DEVIC;A1DI34;A1DI34-ANALOG DEVIC
AMERICAN ELE;A1EP34;A1EP34-AMERICAN ELE
AKAMAI TECHN;A1KA34;A1KA34-AKAMAI TECHN
ALBEMARLE CO;A1LB34;A1LB34-ALBEMARLE CO
ANTHEM INC;A1NT34;A1NT34-ANTHEM INC
AIR PRODUCTS;A1PD34;A1PD34-AIR PRODUCTS
AUTODESK INC;A1UT34;A1UT34-AUTODESK INC
AIG GROUP;AIGB34;AIGB34-AIG GROUP
BBT CORP;B1BT34;B1BT34-BBT CORP
BIOMARIN PHA;B1MR34;B1MR34-BIOMARIN PHA
CBOE GLOBAL;C1BO34;C1BO34-CBOE GLOBAL
CERNER CORP;C1ER34;C1ER34-CERNER CORP
CH ROBINSON;C1HR34;C1HR34-CH ROBINSON
CENTERPOINT;C1NP34;C1NP34-CENTERPOINT
CENTURYLINK;C1TL34;C1TL34-CENTURYLINK
CITRIX SYSTE;C1TX34;C1TX34-CITRIX SYSTE
CELESC;CLSC3;CLSC3-CELESC
DTE ENERGY C;D1TE34;D1TE34-DTE ENERGY C
DELTA;DEAI34;DEAI34-DELTA
ECOLAB INC;E1CL34;E1CL34-ECOLAB INC
EOG RESOURCE;E1OG34;E1OG34-EOG RESOURCE
EVERSOURCE E;E1SE34;E1SE34-EVERSOURCE E
EVERGY INC;E1VR34;E1VR34-EVERGY INC
EXELON CORP;E1XC34;E1XC34-EXELON CORP
ELECTR ARTS;EAIN34;EAIN34-ELECTR ARTS
ESTEE LAUDER;ELCI34;ELCI34-ESTEE LAUDER
FIRSTENERGY;F1EC34;F1EC34-FIRSTENERGY
FLOWSERVE CO;F1LS34;F1LS34-FLOWSERVE CO
FORTIVE CORP;F1TV34;F1TV34-FORTIVE CORP
WW GRAINGER;G1WW34;G1WW34-WW GRAINGER
HCA HEALTHCA;H1CA34;H1CA34-HCA HEALTHCA
INTERCONTINE;I1CE34;I1CE34-INTERCONTINE
IHS MARKIT L;I1NF34;I1NF34-IHS MARKIT L
IPG PHOTONIC;I1PG34;I1PG34-IPG PHOTONIC
JOSAPAR;JOPA4;JOPA4-JOSAPAR
KLA CORP;K1LA34;K1LA34-KLA CORP
LIBERTY GLOB;L1BT34;L1BT34-LIBERTY GLOB
LINDE PLC;L1IN34;L1IN34-LINDE PLC
LINCOLN NATI;L1NC34;L1NC34-LINCOLN NATI
L BRANDS;LBRN34;LBRN34-L BRANDS
LOCAWEB;LWSA3;LWSA3-LOCAWEB
MOLSON COORS;M1CB34;M1CB34-MOLSON COORS
MGM RESORTS;M1GM34;M1GM34-MGM RESORTS
MCCORMICK;M1KC34;M1KC34-MCCORMICK
MOURA DUBEUX;MDNE3;MDNE3-MOURA DUBEUX
NOBLE ENERGY;N1BL34;N1BL34-NOBLE ENERGY
NATIONAL OIL;N1OV34;N1OV34-NATIONAL OIL
NETAPP INC;N1TA34;N1TA34-NETAPP INC
NETEASE;NETE34;NETE34-NETEASE
NOMURA HO;NMRH34;NMRH34-NOMURA HO
PAYCHEX INC;P1AY34;P1AY34-PAYCHEX INC
PRUDENTIAL F;P1DT34;P1DT34-PRUDENTIAL F
PIONEER NATU;P1IO34;P1IO34-PIONEER NATU
PROLOGIS INC;P1LD34;P1LD34-PROLOGIS INC
PHILLIPS 66;P1SX34;P1SX34-PHILLIPS 66
PRINER;PRNR3;PRNR3-PRINER
REPUBLIC SER;R1SG34;R1SG34-REPUBLIC SER
SPOTIFY TECH;S1PO34;S1PO34-SPOTIFY TECH
TRIPADVISOR;T1RI34;T1RI34-TRIPADVISOR
TRACTOR SUPP;T1SC34;T1SC34-TRACTOR SUPP
WASTE MANAG;W1MC34;W1MC34-WASTE MANAG
WESTERNUNION;WUNI34;WUNI34-WESTERNUNION
XCEL ENERGY;X1EL34;X1EL34-XCEL ENERGY
YUM BRANDS;YUMR34;YUMR34-YUM BRANDS
ALLIANT ENER;A1EN34;A1EN34-ALLIANT ENER
AES CORP;A1ES34;A1ES34-AES CORP
AFLAC INC;A1FL34;A1FL34-AFLAC INC
AGILENT TECH;A1GI34;A1GI34-AGILENT TECH
ALLEGION PLC;A1GN34;A1GN34-ALLEGION PLC
ALASKA AIR G;A1LK34;A1LK34-ALASKA AIR G
ALLIANCE DAT;A1LL34;A1LL34-ALLIANCE DAT
AMERIPRISE F;A1MP34;A1MP34-AMERIPRISE F
AO SMITH COR;A1OS34;A1OS34-AO SMITH COR
AMPHENOL COR;A1PH34;A1PH34-AMPHENOL COR
ASSURANT INC;A1SU34;A1SU34-ASSURANT INC
ALLSTATE COR;A1TT34;A1TT34-ALLSTATE COR
AVERY DENNIS;A1VY34;A1VY34-AVERY DENNIS
SPTURIS;AHEB5;AHEB5-SPTURIS
APTIV PLC;APTV34;APTV34-APTIV PLC
TRUIST FINAN;B1BT34;B1BT34-TRUIST FINAN
BECTON DICKI;B1DX34;B1DX34-BECTON DICKI
BAKER HUGHES;B1KR34;B1KR34-BAKER HUGHES
BORGWARNER I;B1WA34;B1WA34-BORGWARNER I
BAIDU INC;BIDU34;BIDU34-BAIDU INC
ALFA CONSORC;BRGE6;BRGE6-ALFA CONSORC
BRB BANCO;BSLI3;BSLI3-BRB BANCO
CONAGRA BRAN;C1AG34;C1AG34-CONAGRA BRAN
CARDINAL HEA;C1AH34;C1AH34-CARDINAL HEA
CBS CORP;C1BS34;C1BS34-CBS CORP
VIACOMCBS;C1BS34;C1BS34-VIACOMCBS
CROWN CASTLE;C1CI34;C1CI34-CROWN CASTLE
CITIZENS FIN;C1FG34;C1FG34-CITIZENS FIN
CF INDUSTRIE;C1FI34;C1FI34-CF INDUSTRIE
COMERICA INC;C1MA34;C1MA34-COMERICA INC
CHIPOTLE MEX;C1MG34;C1MG34-CHIPOTLE MEX
CENTENE CORP;C1NC34;C1NC34-CENTENE CORP
CABOT OIL;C1OG34;C1OG34-CABOT OIL
COPART INC;C1PR34;C1PR34-COPART INC
CONCHO RESOU;C1XO34;C1XO34-CONCHO RESOU
CANON INC;CAJI34;CAJI34-CANON INC
CINCINNATI;CINF34;CINF34-CINCINNATI
CREDIT ACCEP;CRDA34;CRDA34-CREDIT ACCEP
CRH PLC;CRHP34;CRHP34-CRH PLC
COGNIZANT;CTSH34;CTSH34-COGNIZANT
DELL TECHNOL;D1EL34;D1EL34-DELL TECHNOL
DISCOVER FIN;D1FS34;D1FS34-DISCOVER FIN
DR HORTON IN;D1HI34;D1HI34-DR HORTON IN
DISH NETWORK;D1IS34;D1IS34-DISH NETWORK
DIGITAL REAL;D1LR34;D1LR34-DIGITAL REAL
DEVON ENERGY;D1VN34;D1VN34-DEVON ENERGY
DXC TECHNOLO;D1XC34;D1XC34-DXC TECHNOLO
DISCOVERY IN;DCVY34;DCVY34-DISCOVERY IN
DISCOVERY IN;DCVY35;DCVY35-DISCOVERY IN
DOLLAR TREE;DLTR34;DLTR34-DOLLAR TREE
EDISON INTER;E1IX34;E1IX34-EDISON INTER
EASTMAN CHEM;E1MN34;E1MN34-EASTMAN CHEM
EQUITY RESID;E1QR34;E1QR34-EQUITY RESID
E TRADE FINA;E1TF34;E1TF34-E TRADE FINA
EATON CORP P;E1TN34;E1TN34-EATON CORP P
EXTRA SPACE;E1XR34;E1XR34-EXTRA SPACE
EXPEDIA GROU;EXGR34;EXGR34-EXPEDIA GROU
DIAMONDBACK;F1AN34;F1AN34-DIAMONDBACK
FORTUNE BRAN;F1BH34;F1BH34-FORTUNE BRAN
FLIR SYSTEMS;F1LI34;F1LI34-FLIR SYSTEMS
FRANKLIN RES;F1RA34;F1RA34-FRANKLIN RES
FASTENAL;FASL34;FASL34-FASTENAL
FREEPORT;FCXO34;FCXO34-FREEPORT
FIFTH THIRD;FFTD34;FFTD34-FIFTH THIRD
FRESENIUS;FMSC34;FMSC34-FRESENIUS
FOX CORP;FOXC34;FOXC34-FOX CORP
FIRST SOLAR;FSLR34;FSLR34-FIRST SOLAR
CORNING INC;G1LW34;G1LW34-CORNING INC
GENERAL MILL;G1MI34;G1MI34-GENERAL MILL
GARMIN LTD;G1RM34;G1RM34-GARMIN LTD
GAP;GPSI34;GPSI34-GAP
HUNTINGTON B;H1BA34;H1BA34-HUNTINGTON B
HANESBRANDS;H1BI34;H1BI34-HANESBRANDS
HESS CORP;H1ES34;H1ES34-HESS CORP
HOLLYFRONTIE;H1FC34;H1FC34-HOLLYFRONTIE
HARTFORD FIN;H1IG34;H1IG34-HARTFORD FIN
HILTON WORLD;H1LT34;H1LT34-HILTON WORLD
HOLOGIC INC;H1OL34;H1OL34-HOLOGIC INC
HEWLETT PACK;H1PE34;H1PE34-HEWLETT PACK
HORMEL FOODS;H1RL34;H1RL34-HORMEL FOODS
HOST HOTELS;H1ST34;H1ST34-HOST HOTELS
HERSHEY CO;HSHY34;HSHY34-HERSHEY CO
FLAVOR FLAGR;I1FF34;I1FF34-FLAVOR FLAGR
INTERNATIONA;I1PC34;I1PC34-INTERNATIONA
IRON MOUNTAI;I1RM34;I1RM34-IRON MOUNTAI
INTUITIVE SU;I1SR34;I1SR34-INTUITIVE SU
ILLINOIS TOO;I1TW34;I1TW34-ILLINOIS TOO
INVEST BCORP;ISBC34;ISBC34-INVEST BCORP
NORDSTROM IN;J1WN34;J1WN34-NORDSTROM IN
KEYCORP;K1EY34;K1EY34-KEYCORP
KIMCO REALTY;K1IM34;K1IM34-KIMCO REALTY
KROGER CO;K1RC34;K1RC34-KROGER CO
KEYSIGHT TEC;K1SG34;K1SG34-KEYSIGHT TEC
KEMPER CORP;KMPR34;KMPR34-KEMPER CORP
LENNAR CORP;L1EN34;L1EN34-LENNAR CORP
LKQ CORP;L1KQ34;L1KQ34-LKQ CORP
MASCO CORP;M1AS34;M1AS34-MASCO CORP
MICROCHIP TE;M1CH34;M1CH34-MICROCHIP TE
MARSH E MCLE;M1MC34;M1MC34-MARSH E MCLE
MONSTER BEVE;M1NS34;M1NS34-MONSTER BEVE
MARATHON PET;M1PC34;M1PC34-MARATHON PET
MSCI INC;M1SC34;M1SC34-MSCI INC
MOTOROLA SOL;M1SI34;M1SI34-MOTOROLA SOL
MT BANK COR;M1TB34;M1TB34-MT BANK COR
MARRIOTT INT;M1TT34;M1TT34-MARRIOTT INT
NORWEGIAN CR;N1CL34;N1CL34-NORWEGIAN CR
NASDAQ INC;N1DA34;N1DA34-NASDAQ INC
NEWMONT GOLD;N1EM34;N1EM34-NEWMONT GOLD
NISOURCE INC;N1IS34;N1IS34-NISOURCE INC
NIELSEN HOLD;N1LS34;N1LS34-NIELSEN HOLD
NRG ENERGY I;N1RG34;N1RG34-NRG ENERGY I
NORFOLK SOUT;N1SC34;N1SC34-NORFOLK SOUT
NORTHERN TRU;N1TR34;N1TR34-NORTHERN TRU
NUCOR CORP;N1UE34;N1UE34-NUCOR CORP
NEWELL BRAND;N1WL34;N1WL34-NEWELL BRAND
NEWS CORP;N1WS34;N1WS34-NEWS CORP
PACCAR INC;P1AC34;P1AC34-PACCAR INC
PEOPLES UNIT;P1BC34;P1BC34-PEOPLES UNIT
HEALTHPEAK P;P1EA34;P1EA34-HEALTHPEAK P
PUBLIC SERVI;P1EG34;P1EG34-PUBLIC SERVI
PRINCIPAL FI;P1FG34;P1FG34-PRINCIPAL FI
THE PROGRESS;P1GR34;P1GR34-THE PROGRESS
PARKER-HANNI;P1HC34;P1HC34-PARKER-HANNI
PULTEGROUP I;P1HM34;P1HM34-PULTEGROUP I
PPL CORP;P1PL34;P1PL34-PPL CORP
PERRIGO CO P;P1RG34;P1RG34-PERRIGO CO P
KOPHILIPS;PHGN34;PHGN34-KOPHILIPS
QUANTA SERVI;Q1UA34;Q1UA34-QUANTA SERVI
ROYAL CARIBB;R1CL34;R1CL34-ROYAL CARIBB
REGENCY CENT;R1EG34;R1EG34-REGENCY CENT
REGIONS FINA;R1FC34;R1FC34-REGIONS FINA
RAYMOND JAME;R1JF34;R1JF34-RAYMOND JAME
RALPH LAUREN;R1LC34;R1LC34-RALPH LAUREN
IRANI;RANI3;RANI3-IRANI
IRANI;RANI4;RANI4-IRANI
REGENERON PH;REGN34;REGN34-REGENERON PH
SBA COMMUNIC;S1BA34;S1BA34-SBA COMMUNIC
SVB FINANCIA;S1IV34;S1IV34-SVB FINANCIA
SYNOPSYS INC;S1NP34;S1NP34-SYNOPSYS INC
SOUTHWEST AI;S1OU34;S1OU34-SOUTHWEST AI
SKYWORKS SOL;S1SL34;S1SL34-SKYWORKS SOL
STATE STREET;S1TT34;S1TT34-STATE STREET
STANLEY BLAC;S1WK34;S1WK34-STANLEY BLAC
STRYKER CORP;S1YK34;S1YK34-STRYKER CORP
NORTONLIFE;S1YM34;S1YM34-NORTONLIFE
SYSCO CORP;S1YY34;S1YY34-SYSCO CORP
STERLING BNC;SLBC34;SLBC34-STERLING BNC
TELEFLEX INC;T1FX34;T1FX34-TELEFLEX INC
AMERICAN TOW;T1OW34;T1OW34-AMERICAN TOW
T ROWE PRICE;T1RO34;T1RO34-T ROWE PRICE
TEXTRON INC;T1XT34;T1XT34-TEXTRON INC
TEKNO;TKNO4;TKNO4-TEKNO
TAPESTRY INC;TPRY34;TPRY34-TAPESTRY INC
TERNIUMSA;TXSA34;TXSA34-TERNIUMSA
UNDER ARMOUR;U1AI34;U1AI34-UNDER ARMOUR
ULTA BEAUTY;U1LT34;U1LT34-ULTA BEAUTY
UNUM GROUP;U1NM34;U1NM34-UNUM GROUP
VORNADO REAL;V1NO34;V1NO34-VORNADO REAL
VALERO ENER;VLOE34;VLOE34-VALERO ENER
VALLEY NTION;VLYB34;VLYB34-VALLEY NTION
WORKDAY INC;W1DA34;W1DA34-WORKDAY INC
WELLTOWER IN;W1EL34;W1EL34-WELLTOWER IN
WHIRLPOOL CO;W1HR34;W1HR34-WHIRLPOOL CO
WILLIAMS COS;W1MB34;W1MB34-WILLIAMS COS
WESTROCK CO;W1RK34;W1RK34-WESTROCK CO
WEYERHAEUSER;W1YC34;W1YC34-WEYERHAEUSER
WYNN RESORTS;W1YN34;W1YN34-WYNN RESORTS
XILINX INC;X1LN34;X1LN34-XILINX INC
ZIONSBANCORP;Z1IO34;Z1IO34-ZIONSBANCORP
ZOETIS INC;Z1TS34;Z1TS34-ZOETIS INC
ANSYS INC;A1NS34;A1NS34-ANSYS INC
AUTOZONE INC;AZOI34;AZOI34-AUTOZONE INC
BALL CORP;B1LL34;B1LL34-BALL CORP
BRB BANCO;BSLI4;BSLI4-BRB BANCO
CASAN;CASN4;CASN4-CASAN
CELPE;CEPE6;CEPE6-CELPE
COR RIBEIRO;CORR4;CORR4-COR RIBEIRO
CANAD PACIFI;CPRL34;CPRL34-CANAD PACIFI
EDWARDS LIFE;E1WL34;E1WL34-EDWARDS LIFE
GLOBAL PAYME;G1PI34;G1PI34-GLOBAL PAYME
IDEXX LABORA;I1DX34;I1DX34-IDEXX LABORA
INGERSOLL RA;I1RP34;I1RP34-INGERSOLL RA
MELHOR SP;MSPA3;MSPA3-MELHOR SP
ONEOK INC;O1KE34;O1KE34-ONEOK INC
VERISK ANALY;V1RS34;V1RS34-VERISK ANALY
AMEREN CORP;A1EE34;A1EE34-AMEREN CORP
APARTMENT IN;A1IV34;A1IV34-APARTMENT IN
ARTHUR J GAL;A1JG34;A1JG34-ARTHUR J GAL
ALIGN TECHNO;A1LG34;A1LG34-ALIGN TECHNO
AVALONBAY CO;A1VB34;A1VB34-AVALONBAY CO
AMERICAN WAT;A1WK34;A1WK34-AMERICAN WAT
AZEVEDO;AZEV3;AZEV3-AZEVEDO
AZEVEDO;AZEV4;AZEV4-AZEVEDO
BROWN FORMAN;B1FC34;B1FC34-BROWN FORMAN
CBRE GROUP I;C1BR34;C1BR34-CBRE GROUP I
CMS ENERGY C;C1MS34;C1MS34-CMS ENERGY C
CAMPBELL SOU;C1PB34;C1PB34-CAMPBELL SOU
CINTAS CORP;C1TA34;C1TA34-CINTAS CORP
CARTERS INC;CRIN34;CRIN34-CARTERS INC
DOVER CORP;D1OV34;D1OV34-DOVER CORP
DUKE REALTY;D1RE34;D1RE34-DUKE REALTY
DARDEN RESTA;D1RI34;D1RI34-DARDEN RESTA
EQUIFAX INC;E1FX34;E1FX34-EQUIFAX INC
EMERSON ELEC;E1MR34;E1MR34-EMERSON ELEC
ENTERGY CORP;E1TR34;E1TR34-ENTERGY CORP
EVEREST RE G;E1VE34;E1VE34-EVEREST RE G
FMC CORP;F1MC34;F1MC34-FMC CORP
FIRST REPUBL;F1RC34;F1RC34-FIRST REPUBL
FEDERAL REAL;F1RI34;F1RI34-FEDERAL REAL
FORTINET INC;F1TN34;F1TN34-FORTINET INC
GARTNER INC;G1AR34;G1AR34-GARTNER INC
GLOBE LIFE I;G1LL34;G1LL34-GLOBE LIFE I
GENUINE PART;G1PC34;G1PC34-GENUINE PART
HASBRO INC;H1AS34;H1AS34-HASBRO INC
HARLEY-DAVID;H1OG34;H1OG34-HARLEY-DAVID
HER BLOCK IN;H1RB34;H1RB34-HER BLOCK IN
HENRY SCHEIN;H1SI34;H1SI34-HENRY SCHEIN
HUMANA INC;H1UM34;H1UM34-HUMANA INC
ILLUMINA INC;I1LM34;I1LM34-ILLUMINA INC
INTERPUBLIC;I1PH34;I1PH34-INTERPUBLIC
TRANE TECH;I1RP34;I1RP34-TRANE TECH
JEFFERIES FI;J1EF34;J1EF34-JEFFERIES FI
JUNIPER NETW;J1NP34;J1NP34-JUNIPER NETW
KANSAS CITY;K1CS34;K1CS34-KANSAS CITY
KELLOGG CO;K1EL34;K1EL34-KELLOGG CO
CARMAX INC;K1MX34;K1MX34-CARMAX INC
LEGGETT PL;L1EG34;L1EG34-LEGGETT PL
LOEWS CORP;L1OE34;L1OE34-LOEWS CORP
LULULEMON AT;L1UL34;L1UL34-LULULEMON AT
LAMB WESTON;L1WH34;L1WH34-LAMB WESTON
MID-AMERICA;M1AA34;M1AA34-MID-AMERICA
MCKESSON COR;M1CK34;M1CK34-MCKESSON COR
MOHAWK INDUS;M1HK34;M1HK34-MOHAWK INDUS
MARKEL CORP;MKLC34;MKLC34-MARKEL CORP
NVR INC;N1VR34;N1VR34-NVR INC
OMNICOM GROU;O1MC34;O1MC34-OMNICOM GROU
PACKAGING CO;P1KG34;P1KG34-PACKAGING CO
PINNACLE WES;P1NW34;P1NW34-PINNACLE WES
PVH CORP;P1VH34;P1VH34-PVH CORP
ROBERT HALF;R1HI34;R1HI34-ROBERT HALF
REALTY INCOM;R1IN34;R1IN34-REALTY INCOM
RESMED INC;R1MD34;R1MD34-RESMED INC
ROCKWELL AUT;R1OK34;R1OK34-ROCKWELL AUT
ROPER TECHNO;R1OP34;R1OP34-ROPER TECHNO
SEALED AIR C;S1EA34;S1EA34-SEALED AIR C
THE SHERWIN;S1HW34;S1HW34-THE SHERWIN
THE JM SMUCK;S1JM34;S1JM34-THE JM SMUCK
SL GREEN REA;S1LG34;S1LG34-SL GREEN REA
TRANSDIGM GR;T1DG34;T1DG34-TRANSDIGM GR
TE CONNECTIV;T1EL34;T1EL34-TE CONNECTIV
TIFFANY;TIFF34;TIFF34-TIFFANY
TRAVELERS;TRVC34;TRVC34-TRAVELERS
UDR INC;U1DR34;U1DR34-UDR INC
UNIVERSAL HE;U1HS34;U1HS34-UNIVERSAL HE
UNITED RENTA;U1RI34;U1RI34-UNITED RENTA
VULCAN MATER;V1MC34;V1MC34-VULCAN MATER
VENTAS INC;V1TA34;V1TA34-VENTAS INC
WABTEC CORP;W1AB34;W1AB34-WABTEC CORP
WEC ENERGY G;W1EC34;W1EC34-WEC ENERGY G
XYLEM INC;X1YL34;X1YL34-XYLEM INC
DENTSPLY SIR;XRAY34;XRAY34-DENTSPLY SIR
ZIMMER BIOME;Z1BH34;Z1BH34-ZIMMER BIOME
AMERISOURCEB;A1MB34;A1MB34-AMERISOURCEB
CONSOLIDATED;E1DI34;E1DI34-CONSOLIDATED
LIBERTY MEDI;LSXM34;LSXM34-LIBERTY MEDI
METTLER-TOLE;M1TD34;M1TD34-METTLER-TOLE
BAUMER;BALM3;BALM3-BAUMER
HUNTINGTON I;H1II34;H1II34-HUNTINGTON I
LYONDELLBASE;L1YB34;L1YB34-LYONDELLBASE
MRS LOGIST;MRSA3B;MRSA3B-MRS LOGIST
OREILLY AUT;ORLY34;ORLY34-OREILLY AUT
RAYTHEONTECH;RYTT34;RYTT34-RAYTHEONTECH
TAKE-TWO INT;T1TW34;T1TW34-TAKE-TWO INT
WATERS CORP;WATC34;WATC34-WATERS CORP
AMETEK INC;A1ME34;A1ME34-AMETEK INC
AON PLC;A1ON34;A1ON34-AON PLC
ALEXANDRIA R;A1RE34;A1RE34-ALEXANDRIA R
CHUBB LTD;C1BL34;C1BL34-CHUBB LTD
COELBA;CEEB5;CEEB5-COELBA
MRS LOGIST;MRSA5B;MRSA5B-MRS LOGIST
MRS LOGIST;MRSA6B;MRSA6B-MRS LOGIST
SIGNATURE BK;SBNY34;SBNY34-SIGNATURE BK
WILLIS TOWER;W1LT34;W1LT34-WILLIS TOWER
ARISTA NETWO;A1NE34;A1NE34-ARISTA NETWO
ESTAPAR;ALPK3;ALPK3-ESTAPAR
HOWMET AERO;ARNC34;ARNC34-HOWMET AERO
COOPER COMPA;C1OO34;C1OO34-COOPER COMPA
COPEL;CPLE5;CPLE5-COPEL
ESSEX PROPER;E1SS34;E1SS34-ESSEX PROPER
LABORATORY C;L1CA34;L1CA34-LABORATORY C
L3HARRIS TEC;L1HX34;L1HX34-L3HARRIS TEC
QORVO INC;Q1RV34;Q1RV34-QORVO INC
SNAP-ON INC;S1NA34;S1NA34-SNAP-ON INC
ATMOS ENERGY;A1TM34;A1TM34-ATMOS ENERGY
CADENCE DESI;C1DN34;C1DN34-CADENCE DESI
FLEETCOR TEC;FLTC34;FLTC34-FLEETCOR TEC
SPTURIS;AHEB6;AHEB6-SPTURIS
INCYTE CORP;I1NC34;I1NC34-INCYTE CORP
MELHOR SP;MSPA4;MSPA4-MELHOR SP
ROLLINS INC;R1OL34;R1OL34-ROLLINS INC
JACK HENRY;J1KH34;J1KH34-JACK HENRY
LIBERTY BROA;LBRD34;LBRD34-LIBERTY BROA
MAXIM INTEGR;M1XI34;M1XI34-MAXIM INTEGR
MERC FINANC;MERC3;MERC3-MERC FINANC
AURA 360;AURA32;AURA32-AURA 360
BROADRIDGE F;B1RF34;B1RF34-BROADRIDGE F
BTGP BANCO;BPAC13;BPAC13-BTGP BANCO
CELANESE COR;C1NS34;C1NS34-CELANESE COR
CLOROX CO;CLXC34;CLXC34-CLOROX CO
F5 NETWORKS;F1FI34;F1FI34-F5 NETWORKS
AMBIPAR;AMBP3;AMBP3-AMBIPAR
CHECK POINT;C1HK34;C1HK34-CHECK POINT
PADTEC;PDTC3;PDTC3-PADTEC
CHURCH DWIGH;CHDC34;CHDC34-CHURCH DWIGH
CASAN;CASN3;CASN3-CASAN
D1000VFARMA;DMVF3;DMVF3-D1000VFARMA
QUERO-QUERO;LJQQ3;LJQQ3-QUERO-QUERO
PUBLIC STORA;P1SA34;P1SA34-PUBLIC STORA
GRUPO SOMA;SOMA3;SOMA3-GRUPO SOMA
DAVITA INC;DVAI34;DVAI34-DAVITA INC
PERKINELMER;P1KI34;P1KI34-PERKINELMER
LAVVI;LAVV3;LAVV3-LAVVI
MARTIN MARIE;M1LM34;M1LM34-MARTIN MARIE
PAGUE MENOS;PGMN3;PGMN3-PAGUE MENOS
PETROCHIN;PTCH34;PTCH34-PETROCHIN
HANOVER INSU;THGI34;THGI34-HANOVER INSU
JSL;JSLG11;JSLG11-JSL
CEMEPE;MAPT3;MAPT3-CEMEPE
PETZ;PETZ3;PETZ3-PETZ
CURY S-A;CURY3;CURY3-CURY S-A
PLANOEPLANO;PLPL3;PLPL3-PLANOEPLANO
